,Organization Name,IPO Status,Number of Founders,Company Type,CB Rank (Company),Operating Status,Industry Groups,Number of Employees,Estimated Revenue Range,Number of Exits,Number of Sub-Orgs,city,state,funding_status,revenue_range,no_employees,lat,lon,no_founders,industry,industry_groups,industry_groups_andreas,website,phone,email,linkedin,twitter,facebook,articles,founded_year,last_funding_year,exit_year,closed_year,no_investors,no_fund_rounds,acquired,private_ipo,company_type,operting_status,no_lead_investors,no_sub_orgs,no_exits,has_preseed,has_seed,has_series_a,has_series_b,has_series_c,has_series_d,has_series_e,has_angel,has_debt_financing,has_grant,has_corporate_round,has_series_x,has_ico,has_other_funding,preseed_fund,seed_fund,series_a_fund,series_b_fund,series_c_fund,series_d_fund,series_e_fund,private_equity_fund,seed_to_pre_ratio,a_to_seed_ratio,b_to_a_ratio,c_to_b_ratio,d_to_c_ratio,e_to_d_ratio,pe_to_e_ratio,total_funding_usd,last_funding_type,last_funding_amount,hub_tags,industry_multiples,company_valuation,months_since_founded,y
862,jooli.com,Private,1.0,For Profit,"69,421",Active,"Apps, Commerce and Shopping, Software",11-50,,,,Berlin, Berlin,Seed,$1M to $10M,11-50,52.52,13.405,1.0,"['Apps', ' Commerce and Shopping', ' Software']",Technology and Software,-1,1,0,1,1,0,0,0,2021,2023.0,,,0.0,3.0,0,1,1,1,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,500000.0,1200000.0,,,,,,,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2792328.0,Seed,1284664.0,,4.0,11169312.0,39,1
874,kranus health,Private,4.0,For Profit,"80,722",Active,Health Care,51-100,,,,Munich, Bayern,Early Stage Venture,$10M to $50M,51-100,48.1374,11.5755,4.0,['Health Care'],Healthcare and Biotechnology,-1,1,0,0,1,1,1,9.0,2020,2024.0,,,15.0,5.0,0,1,1,1,5.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,115000.0,1200000.0,4600000.0,,,,,,10.434782608695652,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,21300045.0,Series A,4985044.0,,3.0,63900135.0,47,1
879,resolve biosciences,Private,2.0,For Profit,"83,142",Active,"Biotechnology, Health Care, Science and Engineering",51-100,,,,Düsseldorf, Nordrhein-Westfalen,Early Stage Venture,Less than $1M,51-100,51.2217,6.7762,2.0,"['Biotechnology', ' Health Care', ' Science and Engineering']",Healthcare and Biotechnology,-1,1,1,1,1,0,0,13.0,2020,2022.0,,,7.0,2.0,0,1,1,1,2.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,24000000.0,71000000.0,,,,,0.0,0.0,2.958333333333333,0.0,0.0,0.0,0.0,95000000.0,Series B,71000000.0,,3.0,285000000.0,41,1
880,reado,Private,1.0,For Profit,"84,557",Active,"Apps, Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Internet Services, Media and Entertainment, Mobile, Other, Science and Engineering, Software",11-50,,,,Frankfurt, Hessen,Seed,Less than $1M,11-50,50.110924,8.682127,1.0,"['Apps', ' Artificial Intelligence (AI)', ' Content and Publishing', ' Data and Analytics', ' Internet Services', ' Media and Entertainment', ' Mobile', ' Other', ' Science and Engineering', ' Software']",Technology and Software,-1,1,0,1,1,0,1,0,2020,2023.0,,,0.0,2.0,0,1,1,1,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,140000.0,500000.0,,,,,,,3.571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,695420.0,Seed,530269.0,,4.0,2781680.0,48,1
886,bitadata,Private,1.0,For Profit,"87,480",Active,Financial Services,11-50,$1M to $10M,,,Frankfurt, Hessen,Early Stage Venture,$1M to $10M,11-50,50.110924,8.682127,1.0,['Financial Services'],Finance and Payments,"['Blockchain and Cryptocurrency', 'Financial Services', 'Lending and Investments', 'Payments']",1,0,1,1,1,1,0,2021,2021.0,,,1.0,2.0,0,1,1,1,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,3050000.0,6000000.0,,,,,,0.0,1.9672131147540983,0.0,0.0,0.0,0.0,0.0,10006699.0,Series A,6956699.0,,3.5,35023446.5,39,0
888,kadmos,Private,2.0,For Profit,"88,241",Active,"Financial Services, Payments",11-50,,,,Berlin, Berlin,Early Stage Venture,$50M to $100M,11-50,52.52,13.405,2.0,"['Financial Services', ' Payments']",Finance and Payments,"['Blockchain and Cryptocurrency', 'Financial Services', 'Lending and Investments', 'Payments']",1,0,1,1,1,0,9.0,2021,2022.0,,,5.0,3.0,0,1,1,1,3.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,800000.0,8340000.0,29000000.0,,,,,,10.425,3.4772182254196644,0.0,0.0,0.0,0.0,0.0,39377496.0,Series A,29133694.0,,3.5,137821236.0,39,1
892,nelly,Private,5.0,For Profit,"94,412",Active,"Financial Services, Health Care, Payments",11-50,$1M to $10M,,,Berlin, Berlin,Early Stage Venture,$1M to $10M,11-50,52.52,13.405,5.0,"['Financial Services', ' Health Care', ' Payments']",Finance and Payments,"['Blockchain and Cryptocurrency', 'Financial Services', 'Lending and Investments', 'Payments']",1,1,1,1,0,1,4.0,2021,2023.0,,,12.0,4.0,0,1,1,1,4.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,4000000.0,15000000.0,,,,,,0.0,3.75,0.0,0.0,0.0,0.0,0.0,20619629.0,Series A,16418168.0,,3.5,72168701.5,41,1
915,jibres,Private,3.0,For Profit,"131,247",Active,"Apps, Commerce and Shopping, Internet Services, Mobile, Software",11-50,Less than $1M,,,Magdeburg, Sachsen-Anhalt,Seed,Less than $1M,11-50,52.1205,11.6276,3.0,"['Apps', ' Commerce and Shopping', ' Internet Services', ' Mobile', ' Software']",Technology and Software,-1,1,0,1,1,1,1,0,2021,2019.0,,,0.0,3.0,0,1,1,1,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,100000.0,150000.0,,,,,,,1.5,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,Seed,150000.0,,4.0,1400000.0,38,0
917,legal analytics gmbh,Private,1.0,For Profit,"134,543",Active,"Information Technology, Professional Services, Software",11-50,Less than $1M,,,Hanover, Niedersachsen,Seed,Less than $1M,11-50,52.3705,9.7332,1.0,"['Information Technology', ' Professional Services', ' Software']",Technology and Software,-1,1,0,1,1,0,1,5.0,2020,2020.0,,,0.0,2.0,0,1,1,1,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,150000.0,250000.0,,,,,,,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,464253.0,Seed,298066.0,,4.0,1857012.0,46,0
918,caeli wind,Private,2.0,For Profit,"138,355",Active,"Artificial Intelligence (AI), Data and Analytics, Energy, Natural Resources, Sales and Marketing, Science and Engineering, Sustainability",51-100,Less than $1M,,,Berlin, Berlin,Early Stage Venture,Less than $1M,51-100,52.52,13.405,2.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Energy', ' Natural Resources', ' Sales and Marketing', ' Science and Engineering', ' Sustainability']",Technology and Software,-1,1,1,1,1,0,0,5.0,2021,2024.0,,,5.0,3.0,0,1,1,1,3.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1000000.0,11000000.0,,,,,,0.0,11.0,0.0,0.0,0.0,0.0,0.0,15178852.0,Series A,11980874.0,,4.0,60715408.0,41,1
921,daliado,Private,1.0,For Profit,"147,205",Closed,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Real Estate, Software, Travel and Tourism",11-50,Less than $1M,,,Berlin, Berlin,Seed,Less than $1M,11-50,52.52,13.405,1.0,"['Blockchain and Cryptocurrency', ' Financial Services', ' Other', ' Payments', ' Real Estate', ' Software', ' Travel and Tourism']",Technology and Software,-1,1,1,1,1,1,1,1.0,2021,2021.0,,2022.0,0.0,2.0,0,1,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,Pre-Seed,80000.0,,4.0,400000.0,38,0
925,dive platform gmbh,Private,3.0,For Profit,"160,490",Closed,"Apps, Internet Services, Media and Entertainment, Mobile, Music and Audio, Software",11-50,$1M to $10M,,,Berlin, Berlin,Seed,$1M to $10M,11-50,52.52,13.405,3.0,"['Apps', ' Internet Services', ' Media and Entertainment', ' Mobile', ' Music and Audio', ' Software']",Technology and Software,-1,1,0,0,1,0,0,9.0,2021,2021.0,,2021.0,1.0,2.0,0,1,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500000.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807961.0,Pre-Seed,588928.0,,4.0,3231844.0,39,0
928,ultimate,Private,3.0,For Profit,"195,772",Active,"Apps, Blockchain and Cryptocurrency, Information Technology, Internet Services, Mobile, Other, Software",11-50,,,,Berlin, Berlin,Seed,$1M to $10M,11-50,52.52,13.405,3.0,"['Apps', ' Blockchain and Cryptocurrency', ' Information Technology', ' Internet Services', ' Mobile', ' Other', ' Software']",Technology and Software,-1,1,0,0,1,1,0,0,2021,2023.0,,,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,,3500000.0,20000000.0,,,,,,0.0,5.714285714285714,0.0,0.0,0.0,0.0,0.0,25870000.0,Pre-Seed,,,4.0,103480000.0,41,1
936,delivery hero,Public,5.0,For Profit,217,Active,"Administrative Services, Commerce and Shopping, Food and Beverage, Internet Services, Transportation",10001+,$1B to $10B,11.0,5.0,Berlin, Berlin,M&A,$1B to $10B,10001+,52.52,13.405,5.0,"['Administrative Services', ' Commerce and Shopping', ' Food and Beverage', ' Internet Services', ' Transportation']",Business Services,-1,1,1,1,1,1,1,"1,129",2011,2024.0,2017.0,,37.0,22.0,1,0,1,1,10.0,5.0,11.0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,,,4000000.0,11000000.0,25000000.0,30000000.0,88000000.0,421300000.0,0.0,0.0,2.75,2.272727272727273,1.2,2.933333333333333,4.7875,10182351313.0,Post-IPO Equity,300000000.0,Exited Unicorn,3.5,35638229595.5,161,1
937,hellofresh,Public,5.0,For Profit,261,Active,"Food and Beverage, Other, Transportation",10001+,$1B to $10B,,1.0,Berlin, Berlin,IPO,$1B to $10B,10001+,52.52,13.405,5.0,"['Food and Beverage', ' Other', ' Transportation']",Consumer Products,-1,1,1,1,1,1,1,763,2011,2016.0,2017.0,,8.0,6.0,0,0,1,1,5.0,1.0,0.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,,,10000000.0,7500000.0,50000000.0,126000000.0,75000000.0,0.0,0.0,0.0,0.75,6.666666666666667,2.52,0.5952380952380952,367459141.0,Series G,88321782.0,Exited Unicorn,1.5,551188711.5,161,1
938,flixbus,Private,3.0,For Profit,845,Active,"Commerce and Shopping, Transportation, Travel and Tourism",1001-5000,$100M to $500M,,,Munich, Bayern,Late Stage Venture,$100M to $500M,1001-5000,48.1374,11.5755,3.0,"['Commerce and Shopping', ' Transportation', ' Travel and Tourism']",Retail and E-commerce,-1,1,1,1,1,1,1,66,2011,2021.0,,,17.0,7.0,0,1,1,1,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213056722.0,Series G,650000000.0,Unicorn,1.5,1819585083.0,161,1
939,blacklane,Private,2.0,For Profit,"1,772",Active,"Other, Transportation, Travel and Tourism",251-500,$1M to $10M,,,Berlin, Berlin,Late Stage Venture,$1M to $10M,251-500,52.52,13.405,2.0,"['Other', ' Transportation', ' Travel and Tourism']",Other,-1,1,1,1,1,1,1,130,2011,2023.0,,,14.0,11.0,0,1,1,1,4.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,,,,3300000.0,20000000.0,40000000.0,,33900000.0,0.0,0.0,0.0,6.0606060606060606,2.0,0.0,0.0,138580700.0,Series F,35612984.0,,2.0,277161400.0,153,1
940,egym,Private,2.0,For Profit,"1,835",Active,"Health Care, Sports",251-500,$1M to $10M,,,Munich, Bayern,Late Stage Venture,$1M to $10M,251-500,48.1374,11.5755,2.0,"['Health Care', ' Sports']",Healthcare and Biotechnology,-1,1,1,1,1,0,1,37,2011,2023.0,,,10.0,8.0,0,1,1,1,7.0,0.0,0.0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,,,,15000000.0,45000000.0,20000000.0,41000000.0,207000000.0,0.0,0.0,0.0,3.0,0.4444444444444444,2.05,5.048780487804878,409173302.0,Series F,224701781.0,Emerging Unicorn,3.0,1227519906.0,161,1
941,pricefx,Private,3.0,For Profit,"2,708",Active,"Apps, Commerce and Shopping, Information Technology, Software",251-500,$100M to $500M,,,Pfaffenhofen An Der Glonn, Bayern,Late Stage Venture,$100M to $500M,251-500,48.29562,11.16387,3.0,"['Apps', ' Commerce and Shopping', ' Information Technology', ' Software']",Technology and Software,-1,1,1,1,1,1,1,42,2011,2020.0,,,7.0,7.0,0,1,1,1,6.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,8300000.0,23000000.0,65000000.0,,,,0.0,0.0,2.7710843373493974,2.8260869565217392,0.0,0.0,0.0,131274375.0,Series C,65000000.0,,4.0,525097500.0,151,1
942,sport alliance,Private,1.0,For Profit,"7,541",Active,"Software, Sports",251-500,$1M to $10M,,,Hamburg, Hamburg,Private Equity,$1M to $10M,251-500,53.5511,9.9937,1.0,"['Software', ' Sports']",Technology and Software,-1,1,1,1,1,1,1,14,2011,2023.0,,,1.0,2.0,0,1,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170062028.0,Private Equity,100000000.0,,4.0,680248112.0,161,1
943,deposit solutions,Private,1.0,For Profit,"7,807",Active,"Financial Services, Lending and Investments",101-250,$1M to $10M,,,Hamburg, Hamburg,M&A,$1M to $10M,101-250,53.5511,9.9937,1.0,"['Financial Services', ' Lending and Investments']",Finance and Payments,"['Blockchain and Cryptocurrency', 'Financial Services', 'Lending and Investments', 'Payments']",1,1,1,1,1,0,61,2011,2019.0,2021.0,,11.0,6.0,1,1,1,1,5.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,,,6500000.0,15000000.0,20000000.0,,,100000000.0,0.0,0.0,2.3076923076923075,1.3333333333333333,0.0,0.0,0.0,198871071.0,Venture - Series Unknown,55226345.0,Exited Unicorn,3.5,696048748.5,161,1
944,celonis,Private,3.0,For Profit,"18,632",Active,"Data and Analytics, Software",1001-5000,$10M to $50M,,,Munich, Bayern,Late Stage Venture,$10M to $50M,1001-5000,48.1374,11.5755,3.0,"['Data and Analytics', ' Software']",Technology and Software,-1,1,1,1,1,1,1,98,2011,2023.0,,,32.0,7.0,0,1,1,1,7.0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,,,27500000.0,50000000.0,290000000.0,400000000.0,,,0.0,0.0,1.818181818181818,5.8,1.3793103448275863,0.0,0.0,2367500000.0,Secondary Market,,Unicorn,4.0,9470000000.0,161,1
945,orderbird,Private,4.0,For Profit,"21,956",Active,"Commerce and Shopping, Data and Analytics, Financial Services, Information Technology, Internet Services, Other, Payments, Software, Travel and Tourism",51-100,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,51-100,52.52,13.405,4.0,"['Commerce and Shopping', ' Data and Analytics', ' Financial Services', ' Information Technology', ' Internet Services', ' Other', ' Payments', ' Software', ' Travel and Tourism']",Retail and E-commerce,-1,1,1,1,1,1,1,21,2011,2021.0,2022.0,,12.0,6.0,1,1,1,1,3.0,0.0,0.0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,,460000.0,2700000.0,10000000.0,20000000.0,,,,0.0,5.869565217391305,3.703703703703704,2.0,0.0,0.0,0.0,38787984.0,Venture - Series Unknown,,,1.5,58181976.0,161,1
946,glossybox,Private,2.0,For Profit,"25,957",Active,"Commerce and Shopping, Consumer Goods",101-250,$50M to $100M,,,Berlin, Berlin,M&A,$50M to $100M,101-250,52.52,13.405,2.0,"['Commerce and Shopping', ' Consumer Goods']",Retail and E-commerce,-1,1,1,1,1,1,1,67,2011,2015.0,2017.0,,4.0,3.0,1,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,72000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134595387.0,Venture - Series Unknown,62595386.0,,1.5,201893080.5,161,1
950,volocopter,Private,2.0,For Profit,"32,497",Active,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software, Transportation",501-1000,$10M to $50M,,,Bruchsal, Baden-Wurttemberg,Late Stage Venture,$10M to $50M,501-1000,49.124119,8.598024,2.0,"['Consumer Electronics', ' Consumer Goods', ' Hardware', ' Science and Engineering', ' Software', ' Transportation']",Hardware and Electronics,-1,1,1,1,1,1,1,153,2011,2022.0,,,29.0,8.0,0,1,1,1,8.0,0.0,0.0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,,1200000.0,,,87000000.0,201000000.0,170000000.0,,0.0,0.0,0.0,0.0,2.310344827586207,0.845771144278607,0.0,780581645.0,Series E,182000000.0,Unicorn,1.5,1170872467.5,161,1
951,eyeem,Private,4.0,For Profit,"32,730",Active,"Artificial Intelligence (AI), Consumer Electronics, Content and Publishing, Data and Analytics, Hardware, Internet Services, Media and Entertainment, Mobile, Science and Engineering, Software",101-250,$10M to $50M,,,Berlin, Berlin,M&A,$10M to $50M,101-250,52.52,13.405,4.0,"['Artificial Intelligence (AI)', ' Consumer Electronics', ' Content and Publishing', ' Data and Analytics', ' Hardware', ' Internet Services', ' Media and Entertainment', ' Mobile', ' Science and Engineering', ' Software']",Technology and Software,-1,1,1,1,1,1,1,306,2011,2018.0,2023.0,,7.0,5.0,1,1,1,1,3.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,6000000.0,18000000.0,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,24000000.0,Private Equity,,,4.0,96000000.0,160,1
952,testbirds,Private,3.0,For Profit,"34,078",Active,"Apps, Information Technology, Mobile, Software",101-250,$10M to $50M,,,München, Bayern,Early Stage Venture,$10M to $50M,101-250,48.1374,11.5755,3.0,"['Apps', ' Information Technology', ' Mobile', ' Software']",Technology and Software,-1,1,1,1,1,1,1,10,2011,2023.0,,,10.0,5.0,0,1,1,1,2.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,2100000.0,7000000.0,,,,,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,14222165.0,Debt Financing,,,4.0,56888660.0,161,1
953,ada health,Private,3.0,For Profit,"35,244",Active,"Apps, Artificial Intelligence (AI), Data and Analytics, Health Care, Mobile, Science and Engineering, Software",251-500,$10M to $50M,,,Berlin, Berlin,Early Stage Venture,$10M to $50M,251-500,52.52,13.405,3.0,"['Apps', ' Artificial Intelligence (AI)', ' Data and Analytics', ' Health Care', ' Mobile', ' Science and Engineering', ' Software']",Technology and Software,-1,1,1,1,1,1,1,57,2011,2022.0,,,13.0,5.0,0,1,1,1,2.0,0.0,0.0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,,,40000000.0,30000000.0,,,,,0.0,0.0,0.75,0.0,0.0,0.0,0.0,189497394.0,Series B,30000000.0,,4.0,757989576.0,161,0
954,gastrofix,Private,3.0,For Profit,"37,759",Active,"Commerce and Shopping, Food and Beverage, Information Technology, Software, Travel and Tourism",101-250,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,101-250,52.52,13.405,3.0,"['Commerce and Shopping', ' Food and Beverage', ' Information Technology', ' Software', ' Travel and Tourism']",Retail and E-commerce,-1,1,1,1,1,1,1,1,2011,2017.0,2020.0,,4.0,3.0,1,1,1,1,3.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,2000000.0,4000000.0,15000000.0,,,,,0.0,2.0,3.75,0.0,0.0,0.0,0.0,23211131.0,Series B,17211131.0,,1.5,34816696.5,161,1
958,virunga power,Private,1.0,For Profit,"45,295",Active,"Energy, Natural Resources, Sustainability",11-50,$1M to $10M,,,Ebene, Bayern,Early Stage Venture,$1M to $10M,11-50,47.6603,10.0155,1.0,"['Energy', ' Natural Resources', ' Sustainability']",Energy and Natural Resources,-1,1,0,1,1,0,0,11,2011,2022.0,,,5.0,4.0,0,1,1,1,3.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,640000.0,5000000.0,,,,,,0.0,7.8125,0.0,0.0,0.0,0.0,0.0,64640000.0,Venture - Series Unknown,50000000.0,,1.5,96960000.0,161,1
959,itravel,Private,1.0,For Profit,"46,390",Active,"Transportation, Travel and Tourism",11-50,$1M to $10M,,,Cologne, Nordrhein-Westfalen,Early Stage Venture,$1M to $10M,11-50,50.9375,6.9603,1.0,"['Transportation', ' Travel and Tourism']",Transportation and Logistics,-1,1,1,1,1,1,1,1,2011,2021.0,,,19.0,8.0,0,1,1,1,4.0,0.0,0.0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,,400000.0,2600000.0,6000000.0,,,,,0.0,6.5,2.3076923076923075,0.0,0.0,0.0,0.0,30343446.0,Convertible Note,13827045.0,,1.5,45515169.0,161,1
960,wegatech,Private,2.0,For Profit,"46,976",Active,"Energy, Sustainability",101-250,Less than $1M,,,Munich, Bayern,M&A,Less than $1M,101-250,48.1374,11.5755,2.0,"['Energy', ' Sustainability']",Energy and Natural Resources,-1,1,1,1,1,0,0,5,2011,2022.0,,,2.0,2.0,0,1,1,1,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9833586.0,Corporate Round,9833586.0,,1.5,14750379.0,161,1
961,medneo,Private,3.0,For Profit,"49,889",Active,Health Care,251-500,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,251-500,52.52,13.405,3.0,['Health Care'],Healthcare and Biotechnology,-1,1,1,1,1,0,1,1,2011,2017.0,,,2.0,2.0,0,1,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34996483.0,Debt Financing,34996482.0,,3.0,104989449.0,161,1
964,seerene,Private,2.0,For Profit,"53,007",Active,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Software",51-100,$10M to $50M,,,Potsdam, Brandenburg,Early Stage Venture,$10M to $50M,51-100,52.4009,13.0591,2.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Design', ' Information Technology', ' Software']",Technology and Software,-1,1,1,1,1,1,0,72,2011,2017.0,,,2.0,2.0,0,1,1,1,2.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,5000000.0,14000000.0,,,,,,0.0,2.8,0.0,0.0,0.0,0.0,0.0,19000000.0,Series A,14000000.0,,4.0,76000000.0,161,1
965,greencom networks ag,Private,5.0,For Profit,"54,501",Active,"Energy, Internet Services, Software, Sustainability",51-100,$1M to $10M,,1.0,Munich, Bayern,M&A,$1M to $10M,51-100,48.1374,11.5755,5.0,"['Energy', ' Internet Services', ' Software', ' Sustainability']",Energy and Natural Resources,-1,1,1,1,1,0,1,11,2011,2020.0,2022.0,,7.0,5.0,1,1,1,1,4.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14536856.0,Venture - Series Unknown,14536855.0,,1.5,21805284.0,161,1
966,monoqi,Private,4.0,For Profit,"56,467",Closed,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Internet Services",101-250,$50M to $100M,,,Berlin, Berlin,M&A,$50M to $100M,101-250,52.52,13.405,4.0,"['Clothing and Apparel', ' Commerce and Shopping', ' Community and Lifestyle', ' Design', ' Internet Services']",Consumer Products,-1,1,1,1,1,1,1,3,2011,2017.0,2020.0,2020.0,6.0,5.0,1,1,1,0,3.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,,1000000.0,,,15000000.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21764603.0,Series C,16819273.0,,1.5,32646904.5,161,1
968,pflege.de,Private,2.0,For Profit,"61,971",Active,Health Care,101-250,,,,Hamburg, Hamburg,M&A,$1M to $10M,101-250,53.5511,9.9937,2.0,['Health Care'],Healthcare and Biotechnology,-1,1,1,1,1,1,1,1,2011,2018.0,2021.0,,8.0,4.0,1,1,1,1,3.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,1600000.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6213264.0,Venture - Series Unknown,4613264.0,,3.0,18639792.0,161,1
971,omnicare pharma,Private,1.0,For Profit,"91,858",Active,Health Care,11-50,$1M to $10M,,,Unterföhring, Bayern,M&A,$1M to $10M,11-50,48.1925,11.6469,1.0,['Health Care'],Healthcare and Biotechnology,-1,1,1,0,1,0,0,0,2011,2017.0,2019.0,,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9001440.0,Private Equity,9001440.0,,3.0,27004320.0,159,1
973,westwing,Public,6.0,For Profit,"102,838",Active,"Commerce and Shopping, Consumer Goods, Design, Real Estate",1001-5000,$100M to $500M,,1.0,Munich, Bayern,IPO,$100M to $500M,1001-5000,48.1374,11.5755,6.0,"['Commerce and Shopping', ' Consumer Goods', ' Design', ' Real Estate']",Retail and E-commerce,-1,1,1,1,1,1,1,48,2011,2016.0,2018.0,,10.0,6.0,0,0,1,1,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237498239.0,Convertible Note,26681489.0,,1.5,356247358.5,161,1
974,tocario,Private,3.0,For Profit,"103,588",Active,"Hardware, Information Technology, Internet Services, Software",11-50,$1M to $10M,,,Stuttgart, Baden-Wurttemberg,Early Stage Venture,$1M to $10M,11-50,48.7775,9.18,3.0,"['Hardware', ' Information Technology', ' Internet Services', ' Software']",Hardware and Electronics,-1,1,1,1,1,1,1,4,2011,2018.0,,,2.0,2.0,0,1,1,1,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,850000.0,1100000.0,,,,,,0.0,1.2941176470588236,0.0,0.0,0.0,0.0,0.0,2171263.0,Series A,1321262.0,,4.0,8685052.0,161,0
976,iversity,Private,2.0,For Profit,"104,341",Active,"Education, Internet Services, Software",11-50,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,11-50,52.52,13.405,2.0,"['Education', ' Internet Services', ' Software']",Education and Training,-1,1,1,1,1,1,1,12,2011,2016.0,2017.0,,7.0,5.0,1,1,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7205563.0,Venture - Series Unknown,,,1.5,10808344.5,161,1
